budget_year,account_type,department,fund_code,account_category,amount,fund_type
2017,Expense,Information Tech/Info Services,1404,,13.16,600
2017,Expense,Non Departmental,5300,,7500,100
2017,Expense,Non Departmental,2900,,25.77,215
2017,Expense,Non Departmental,2507,,20,215
2017,Expense,Non Departmental,2599,,400,215
2017,Expense,Non Departmental,2806,,30,215
2017,Expense,Non Departmental,2599,,1500,215
2017,Expense,Non Departmental,2599,,400,215
2017,Expense,Non Departmental,2599,,750,215
2017,Expense,Non Departmental,2595,,1000,215
2017,Expense,Non Departmental,2599,,24761.66,215
2017,Expense,Non Departmental,1199,,14472.33,100
2017,Expense,Non Departmental,2599,,200,100
2017,Expense,Non Departmental,2999,,30000,100
2017,Expense,Non Departmental,5333,,2300,100
2017,Expense,Non Departmental,1500,,38174.77,100
2017,Expense,Metro Area Bldg & Construction,1100,,10786.41,235
2017,Expense,Metro Area Bldg & Construction,1101,,227.35,235
2017,Expense,Metro Area Bldg & Construction,1190,,84.14,235
2017,Expense,Metro Area Bldg & Construction,1204,,6,235
2017,Expense,Metro Area Bldg & Construction,1208,,6.5,235
2017,Expense,Metro Area Bldg & Construction,1300,,500,235
2017,Expense,Metro Area Bldg & Construction,1400,,842.55,235
2017,Expense,Metro Area Bldg & Construction,1401,,1354.69,235
2017,Expense,Metro Area Bldg & Construction,1403,,165.21,235
2017,Expense,Metro Area Bldg & Construction,1404,,22.03,235
2017,Expense,Metro Area Bldg & Construction,1405,,2230.3,235
2017,Expense,Metro Area Bldg & Construction,1406,,43.15,235
2017,Expense,Metro Area Bldg & Construction,2401,,63.29,235
2017,Expense,Public Works & Utilities,3101,,50,540
2017,Expense,Public Works & Utilities,3103,,25,540
2017,Expense,Public Works & Utilities,3408,,22.5,540
2017,Expense,Public Works & Utilities,3804,,27.5,540
2017,Expense,Public Works & Utilities,3812,,2.5,540
2017,Expense,Public Works & Utilities,3903,,2.5,540
2017,Expense,Public Works & Utilities,3999,,10,540
2017,Expense,Public Works & Utilities,1100,,2935.53,540
2017,Expense,Public Works & Utilities,1101,,100.8,540
2017,Expense,Public Works & Utilities,1190,,3.8,540
2017,Expense,Public Works & Utilities,1204,,9,540
2017,Expense,Public Works & Utilities,1208,,24,540
2017,Expense,Public Works & Utilities,1400,,232.28,540
2017,Expense,Public Works & Utilities,1401,,373.47,540
2017,Expense,Public Works & Utilities,1403,,94.13,540
2017,Expense,Public Works & Utilities,1404,,6.07,540
2017,Expense,Public Works & Utilities,1405,,866.64,540
2017,Expense,Public Works & Utilities,1406,,11.74,540
2017,Expense,Public Works & Utilities,2206,,0.96,540
2017,Expense,Public Works & Utilities,3409,,95,540
2017,Expense,Police Department,1404,,173.25,100
2017,Expense,Police Department,1405,,16840.37,100
2017,Expense,Police Department,1406,,313.83,100
2017,Expense,Police Department,1499,,238,100
2017,Expense,Police Department,1500,,4547.73,100
2017,Expense,Police Department,2100,,125,100
2017,Expense,Police Department,2101,,25,100
2017,Expense,Police Department,2104,,12.1,100
2017,Expense,Police Department,2107,,10,100
2017,Expense,Police Department,3405,,32.31,100
2017,Expense,Police Department,3999,,30,100
2017,Expense,Police Department,5300,,1500,100
2017,Expense,Police Department,1100,,10426.63,100
2017,Expense,Police Department,1101,,165.84,100
2017,Expense,Police Department,1102,,16,100
2017,Expense,Police Department,1104,,38,100
2017,Expense,Police Department,1190,,55.65,100
2017,Expense,Police Department,1200,,332.45,100
2017,Expense,Police Department,1204,,10,100
2017,Expense,Police Department,1208,,18,100
2017,Expense,Police Department,1300,,300,100
2017,Expense,Police Department,1301,,50,100
2017,Expense,Police Department,1302,,20,100
2017,Expense,Police Department,1400,,780.34,100
2017,Expense,Department of Finance,2999,,5.5,100
2017,Expense,Law Department,2999,,25,100
2017,Expense,Police Department,1401,,1192.9,100
2017,Expense,Department of Finance,3101,,35,100
2017,Expense,Department of Finance,3103,,61,100
2017,Expense,Department of Finance,3199,,0.5,100
2017,Expense,Department of Finance,3404,,10,100
2017,Expense,Department of Finance,3408,,10,100
2017,Expense,Department of Finance,3499,,10,100
2017,Expense,Department of Finance,3804,,31,100
2017,Expense,Department of Finance,1100,,2902.41,100
2017,Expense,Department of Finance,1101,,54,100
2017,Expense,Department of Finance,1190,,14.24,100
2017,Expense,Department of Finance,1400,,226.17,100
2017,Expense,Department of Finance,1401,,363.64,100
2017,Expense,Department of Finance,1403,,18.63,100
2017,Expense,Department of Finance,1404,,5.91,100
2017,Expense,Department of Finance,1405,,534.03,100
2017,Expense,Department of Finance,1406,,11.61,100
2017,Expense,Department of Finance,2200,,7.98,100
2017,Expense,Department of Finance,2201,,15,100
2017,Expense,Department of Finance,2203,,0.98,100
2017,Expense,Department of Finance,2207,,0.75,100
2017,Expense,Department of Finance,2211,,0.25,100
2017,Expense,Department of Finance,2216,,2.52,100
2017,Expense,Department of Finance,2301,,3.5,100
2017,Expense,Department of Finance,2302,,4.5,100
2017,Expense,Department of Finance,2308,,9,100
2017,Expense,Department of Finance,2501,,1.48,100
2017,Expense,Department of Finance,2505,,39.5,100
2017,Expense,Department of Finance,2599,,0.6,100
2017,Expense,Law Department,3103,,125.2,100
2017,Expense,Information Tech/Info Services,3103,,4,600
2017,Expense,Information Tech/Info Services,3804,,175,600
2017,Expense,Information Tech/Info Services,1100,,4701.33,600
2017,Expense,Information Tech/Info Services,1101,,18.6,600
2017,Expense,Information Tech/Info Services,1190,,14.18,600
2017,Expense,Information Tech/Info Services,1208,,6,600
2017,Expense,Information Tech/Info Services,1400,,361.07,600
2017,Expense,Information Tech/Info Services,1401,,580.55,600
2017,Expense,Information Tech/Info Services,1403,,42.01,600
2017,Expense,Information Tech/Info Services,1404,,9.44,600
2017,Expense,Information Tech/Info Services,1405,,813.32,600
2017,Expense,Information Tech/Info Services,1406,,18.81,600
2017,Expense,Information Tech/Info Services,1500,,706.32,600
2017,Expense,Information Tech/Info Services,2301,,20,600
2017,Expense,Information Tech/Info Services,2302,,12,600
2017,Expense,Information Tech/Info Services,2308,,12,600
2017,Expense,Information Tech/Info Services,2399,,1,600
2017,Expense,Information Tech/Info Services,2505,,900,600
2017,Expense,Information Tech/Info Services,2599,,20,600
2017,Expense,Information Tech/Info Services,2601,,2165.05,600
2017,Expense,Information Tech/Info Services,2701,,0.2,600
2017,Expense,Information Tech/Info Services,2904,,1,600
2017,Expense,Information Tech/Info Services,2906,,5.4,600
2017,Expense,Information Tech/Info Services,2917,,2,600
2017,Expense,Information Tech/Info Services,3101,,80,600
2017,Expense,Information Tech/Info Services,3804,,10,600
2017,Expense,Information Tech/Info Services,3999,,12,600
2017,Expense,Police Department,1402,,171.67,100
2017,Expense,Police Department,1403,,202.13,100
2017,Expense,Police Department,1404,,21.85,100
2017,Expense,Police Department,1405,,2151.88,100
2017,Expense,Police Department,1406,,41.71,100
2017,Expense,Police Department,1500,,480.77,100
2017,Expense,Police Department,2100,,850,100
2017,Expense,Police Department,2101,,750,100
2017,Expense,Police Department,2104,,520,100
2017,Expense,Police Department,2107,,7.75,100
2017,Expense,Police Department,2200,,18.24,100
2017,Expense,Police Department,2201,,25.8,100
2017,Expense,Police Department,2203,,1.4,100
2017,Expense,Police Department,2206,,7,100
2017,Expense,Police Department,2207,,3.5,100
2017,Expense,Police Department,2210,,25,100
2017,Expense,Police Department,2211,,1,100
2017,Expense,Police Department,2212,,2.02,100
2017,Expense,Police Department,2214,,42,100
2017,Expense,Police Department,2215,,14.88,100
2017,Expense,Police Department,2216,,1.68,100
2017,Expense,Police Department,2218,,0.57,100
2017,Expense,Police Department,2400,,40.26,100
2017,Expense,Police Department,2500,,4,100
2017,Expense,Police Department,2502,,180,100
2017,Expense,Police Department,2543,,14,100
2017,Expense,Police Department,2599,,612,100
2017,Expense,Police Department,2600,,687.49,100
2017,Expense,Police Department,2601,,117.6,100
2017,Expense,Department of Finance,3903,,5,775
2017,Expense,Department of Finance,3904,,0.25,775
2017,Expense,Department of Finance,5301,,6910,775
2017,Expense,Department of Finance,5309,,1100,775
2017,Expense,Department of Finance,1100,,337629.96,776
2017,Expense,Department of Finance,1107,,89344.35,776
2017,Expense,Department of Finance,2207,,20,776
2017,Expense,Department of Finance,2301,,40,776
2017,Expense,Department of Finance,2302,,20,776
2017,Expense,Department of Finance,2308,,30,776
2017,Expense,Department of Finance,2399,,85,776
2017,Expense,Department of Finance,2502,,50,776
2017,Expense,Department of Finance,2503,,200,776
2017,Expense,Department of Finance,2507,,87.7,776
2017,Expense,Department of Finance,2520,,1587.83,776
2017,Expense,Department of Finance,2522,,34077.3,776
2017,Expense,Department of Finance,2523,,583.99,776
2017,Expense,Department of Finance,2524,,290.79,776
2017,Expense,Department of Finance,2525,,1033.9,776
2017,Expense,Department of Finance,2527,,704.42,776
2017,Expense,Department of Finance,2528,,445.7,776
2017,Expense,Department of Finance,2529,,378.37,776
2017,Expense,Department of Finance,2530,,314.44,776
2017,Expense,Department of Finance,2535,,240,776
2017,Expense,Department of Finance,2598,,17.5,776
2017,Expense,Department of Finance,2599,,170,776
2017,Expense,Department of Finance,2900,,236.69,776
2017,Expense,Police Department,2700,,312,100
2017,Expense,Police Department,1204,,25,100
2017,Expense,Public Works & Utilities,3901,,2,100
2017,Expense,Public Works & Utilities,4609,,15000,530
2017,Expense,Golf Course System,3103,,1,515
2017,Expense,Public Works & Utilities,3500,,25,100
2017,Expense,Public Works & Utilities,3809,,37,540
2017,Revenue,,9230,Charges for services and sales,107,100
2017,Revenue,,9236,Charges for services and sales,12.3,100
2017,Revenue,,9288,Charges for services and sales,80.5,100
2017,Revenue,,9402,Fees,3.6,100
2017,Revenue,,9669,Rental income,550,100
2017,Revenue,,9701,Non-operating revenue,12000,100
2017,Revenue,,9810,Other revenue,18,100
2017,Revenue,,9811,Other revenue,300,100
2017,Revenue,,9812,Other revenue,5776.27,100
2017,Revenue,,9910,Administrative charges,25.77,100
2017,Revenue,,9911,Administrative charges,120.42,100
2017,Revenue,,9913,Administrative charges,2752.47,100
2017,Revenue,,9914,Administrative charges,58.1,100
2017,Revenue,,9915,Administrative charges,19.01,100
2017,Revenue,,9919,Administrative charges,223.95,100
2017,Revenue,,9940,Administrative charges,7938.41,100
2017,Revenue,,9941,Administrative charges,3054.16,100
2017,Revenue,,9942,Administrative charges,3303.45,100
2017,Revenue,,9943,Administrative charges,2332.87,100
2017,Revenue,,9945,Administrative charges,1965.67,100
2017,Expense,Police Department,1208,,12,100
2017,Expense,Police Department,1400,,471.38,100
2017,Expense,Police Department,1401,,671.58,100
2017,Expense,Police Department,1402,,711.04,100
2017,Expense,Police Department,1403,,169.59,100
2017,Expense,Police Department,1404,,18.33,100
2017,Expense,Police Department,1405,,1725.61,100
2017,Expense,Police Department,1406,,35.86,100
2017,Expense,Police Department,2200,,17.1,100
2017,Expense,Police Department,2201,,35.55,100
2017,Expense,Police Department,2203,,2.5,100
2017,Expense,Police Department,2207,,80,100
2017,Expense,Police Department,2211,,1,100
2017,Expense,Police Department,2216,,9.24,100
2017,Expense,Police Department,2310,,5,100
2017,Expense,Police Department,2401,,80.4,100
2017,Expense,Police Department,2499,,4.46,100
2017,Expense,Police Department,2505,,2900,100
2017,Expense,Police Department,2543,,45,100
2017,Expense,Police Department,2599,,10,100
2017,Expense,Police Department,2600,,461.58,100
2017,Expense,Police Department,2601,,15,100
2017,Expense,Police Department,2700,,294,100
2017,Expense,Police Department,2902,,20,100
2017,Expense,Police Department,2906,,5,100
2017,Expense,Airport,2709,,15,500
2017,Expense,Airport,2803,,715,500
2017,Expense,Airport,2804,,40,500
2017,Expense,Airport,2902,,5,500
2017,Expense,Airport,2906,,2.75,500
2017,Expense,Airport,2917,,13,500
2017,Expense,Airport,2999,,30,500
2017,Expense,Airport,3103,,5,500
2017,Expense,Airport,3200,,37,500
2017,Expense,Airport,3301,,209.5,500
2017,Expense,Airport,3400,,325,500
2017,Expense,Airport,3402,,25,500
2017,Expense,Airport,3403,,670,500
2017,Expense,Airport,3404,,35,500
2017,Expense,Airport,3406,,25,500
2017,Expense,Airport,3500,,72.5,500
2017,Revenue,,7680,Fines and penalties,240.7,100
2017,Revenue,,7682,Fines and penalties,105.42,100
2017,Revenue,,7609,Fines and penalties,260,100
2017,Revenue,,7622,Fines and penalties,12500,100
2017,Revenue,,7623,Fines and penalties,100,100
2017,Revenue,,7624,Fines and penalties,600,100
2017,Revenue,,7625,Fines and penalties,20,100
2017,Revenue,,7630,Fines and penalties,24082.84,100
2017,Revenue,,7631,Fines and penalties,3600,100
2017,Revenue,,7642,Fines and penalties,1220,100
2017,Revenue,,7643,Fines and penalties,970,100
2017,Revenue,,7644,Fines and penalties,60,100
2017,Revenue,,7666,Fines and penalties,1250,100
2017,Revenue,,7674,Fines and penalties,3400,100
2017,Revenue,,9604,Rental income,85,100
2017,Revenue,,9601,Rental income,1050,100
2017,Revenue,,9019,Charges for services and sales,88,100
2017,Revenue,,9230,Charges for services and sales,30,100
2017,Revenue,,9233,Charges for services and sales,170,100
2017,Revenue,,9234,Charges for services and sales,65,100
2017,Revenue,,9237,Charges for services and sales,290,100
2017,Revenue,,9288,Charges for services and sales,1150,100
2017,Revenue,,9289,Charges for services and sales,790,100
2017,Revenue,,9295,Charges for services and sales,140,100
2017,Revenue,,9601,Rental income,7,100
2017,Revenue,,9603,Rental income,150,100
2017,Revenue,,9605,Rental income,15,100
2017,Revenue,,9619,Rental income,90,100
2017,Revenue,,9402,Fees,11.4,100
2017,Revenue,,9619,Rental income,21.25,100
2017,Expense,Public Works & Utilities,3999,,0.75,100
2017,Expense,Public Works & Utilities,1199,,1250,100
2017,Expense,Public Works & Utilities,1499,,500,100
2017,Expense,Public Works & Utilities,2505,,36740,100
2017,Expense,Public Works & Utilities,2599,,2500,100
2017,Expense,Public Works & Utilities,2902,,10,100
2017,Expense,Public Works & Utilities,5308,,1500,100
2017,Expense,Public Works & Utilities,1100,,16721.16,560
2017,Expense,Public Works & Utilities,1101,,256.68,560
2017,Expense,Public Works & Utilities,1180,,1027.38,560
2017,Expense,Public Works & Utilities,1190,,89.88,560
2017,Expense,Public Works & Utilities,1199,,339.87,560
2017,Expense,Public Works & Utilities,1204,,46.5,560
2017,Expense,Public Works & Utilities,1208,,36,560
2017,Expense,Public Works & Utilities,1400,,1298.81,560
2017,Expense,Public Works & Utilities,1401,,2088.28,560
2017,Expense,Public Works & Utilities,1403,,404.07,560
2017,Expense,Public Works & Utilities,1404,,33.96,560
2017,Expense,Public Works & Utilities,1405,,4485.02,560
2017,Expense,Public Works & Utilities,1406,,66.88,560
2017,Expense,Public Works & Utilities,1499,,204.29,560
2017,Expense,Public Works & Utilities,2100,,3526.83,560
2017,Expense,Public Works & Utilities,2101,,65.37,560
2017,Expense,Public Works & Utilities,2104,,17.46,560
2017,Expense,Public Works & Utilities,2106,,4,560
2017,Expense,Public Works & Utilities,2107,,0.3,560
2017,Expense,Public Works & Utilities,2200,,14.82,560
2017,Expense,Public Works & Utilities,2201,,32.1,560
2017,Expense,Public Works & Utilities,2919,,15,100
2017,Expense,Public Works & Utilities,3103,,30,100
2017,Expense,Public Works & Utilities,3200,,17.5,100
2017,Expense,Public Works & Utilities,3299,,27.5,100
2017,Expense,Public Works & Utilities,3400,,275,100
2017,Expense,Public Works & Utilities,3403,,75,100
2017,Expense,Public Works & Utilities,3405,,2585.83,100
2017,Expense,Public Works & Utilities,3406,,80,100
2017,Expense,Public Works & Utilities,3407,,225,100
2017,Expense,Public Works & Utilities,3499,,400,100
2017,Expense,Public Works & Utilities,3500,,5000,100
2017,Expense,Public Works & Utilities,3515,,11,100
2017,Expense,Public Works & Utilities,3599,,50,100
2017,Expense,Public Works & Utilities,3700,,40,100
2017,Expense,Public Works & Utilities,3799,,3,100
2017,Expense,Public Works & Utilities,3801,,1,100
2017,Expense,Public Works & Utilities,3804,,10,100
2017,Expense,Public Works & Utilities,3805,,10,100
2017,Expense,Public Works & Utilities,3808,,0.75,100
2017,Expense,Public Works & Utilities,3809,,6,100
2017,Expense,Public Works & Utilities,3899,,290,100
2017,Expense,Public Works & Utilities,3901,,25,100
2017,Expense,Public Works & Utilities,3999,,2.5,100
2017,Expense,Public Works & Utilities,4611,,600,100
2017,Expense,Public Works & Utilities,1100,,9125.64,100
2017,Expense,Public Works & Utilities,1101,,222.12,100
2017,Expense,Public Works & Utilities,1190,,48.26,100
2017,Expense,Public Works & Utilities,1199,,339.26,100
2017,Expense,Public Works & Utilities,3399,,3.3,100
2017,Expense,Public Works & Utilities,3400,,3,100
2017,Expense,Public Works & Utilities,3403,,5,100
2017,Expense,Public Works & Utilities,3700,,20,100
2017,Expense,Public Works & Utilities,3809,,1,100
2017,Expense,Public Works & Utilities,1100,,2631.13,100
2017,Expense,Public Works & Utilities,1101,,76.8,100
2017,Expense,Public Works & Utilities,1190,,15.73,100
2017,Expense,Public Works & Utilities,1204,,1.5,100
2017,Expense,Public Works & Utilities,1400,,207.16,100
2017,Expense,Public Works & Utilities,1401,,333.08,100
2017,Expense,Public Works & Utilities,1403,,64.45,100
2017,Expense,Public Works & Utilities,1404,,5.42,100
2017,Expense,Public Works & Utilities,1405,,596,100
2017,Expense,Public Works & Utilities,1406,,10.52,100
2017,Expense,Public Works & Utilities,2200,,2.28,100
2017,Expense,Public Works & Utilities,2201,,1.5,100
2017,Expense,Public Works & Utilities,2206,,0.48,100
2017,Expense,Public Works & Utilities,2400,,784.15,100
2017,Expense,Public Works & Utilities,2600,,38.48,100
2017,Expense,Public Works & Utilities,2700,,21.6,100
2017,Expense,Public Works & Utilities,2705,,40,100
2017,Expense,Public Works & Utilities,2708,,8,100
2017,Expense,Public Works & Utilities,2803,,600,100
2017,Expense,Public Works & Utilities,2804,,5,100
2017,Expense,Public Works & Utilities,2899,,1.5,100
2017,Expense,Public Works & Utilities,2917,,0.4,100
2017,Expense,Public Works & Utilities,3399,,30,100
2017,Expense,Public Works & Utilities,1406,,16.87,530
2017,Expense,Public Works & Utilities,2104,,0.59,530
2017,Expense,Public Works & Utilities,2107,,90,530
2017,Expense,Public Works & Utilities,2206,,7.68,530
2017,Expense,Public Works & Utilities,2207,,0.45,530
2017,Expense,Public Works & Utilities,2211,,4.75,530
2017,Expense,Public Works & Utilities,2502,,4.75,530
2017,Expense,Public Works & Utilities,2505,,1600,530
2017,Expense,Public Works & Utilities,2702,,80,530
2017,Expense,Public Works & Utilities,2999,,2000,530
2017,Expense,Public Works & Utilities,3103,,3.25,530
2017,Expense,Public Works & Utilities,3200,,90,530
2017,Expense,Public Works & Utilities,3400,,2500,530
2017,Expense,Public Works & Utilities,3402,,65,530
2017,Expense,Public Works & Utilities,3403,,195,530
2017,Expense,Public Works & Utilities,3515,,6,530
2017,Expense,Public Works & Utilities,3700,,675,530
2017,Expense,Public Works & Utilities,3902,,25,530
2017,Expense,Public Works & Utilities,3999,,45,530
2017,Expense,Public Works & Utilities,1100,,2443.99,530
2017,Expense,Public Works & Utilities,1101,,20.76,530
2017,Expense,Public Works & Utilities,1190,,7.82,530
2017,Expense,Public Works & Utilities,1204,,4.5,530
2017,Expense,Public Works & Utilities,1208,,12,530
2017,Expense,Public Works & Utilities,1400,,188.55,530
2017,Expense,Public Works & Utilities,1401,,303.16,530
2017,Expense,Public Works & Utilities,1403,,76.41,530
2017,Expense,Public Works & Utilities,1404,,4.93,530
2017,Expense,Airport,1406,,1.5,500
2017,Expense,Airport,2100,,162.48,500
2017,Expense,Airport,2101,,53.71,500
2017,Expense,Airport,2104,,415.9,500
2017,Expense,Airport,2107,,5,500
2017,Expense,Airport,2200,,24,500
2017,Expense,Airport,2215,,15,500
2017,Expense,Airport,2400,,267.46,500
2017,Expense,Airport,2402,,25.16,500
2017,Expense,Airport,2500,,1.2,500
2017,Expense,Airport,2505,,50,500
2017,Expense,Airport,2510,,30,500
2017,Expense,Airport,2514,,5,500
2017,Expense,Airport,2703,,10,500
2017,Expense,Airport,2705,,2,500
2017,Expense,Airport,2803,,5,500
2017,Expense,Airport,3301,,28,500
2017,Expense,Airport,3400,,45,500
2017,Expense,Airport,3402,,16,500
2017,Expense,Airport,3403,,10,500
2017,Expense,Airport,3405,,60,500
2017,Expense,Airport,3421,,3,500
2017,Expense,Airport,3500,,42,500
2017,Expense,Airport,3700,,5,500
2017,Expense,Airport,3800,,1,500
2017,Expense,Airport,3807,,10,500
2017,Expense,Airport,3899,,3,500
2017,Expense,Airport,3903,,4,500
2017,Expense,Police Department,2201,,17.7,100
2017,Expense,Police Department,2203,,2,100
2017,Expense,Police Department,2207,,1.64,100
2017,Expense,Police Department,2214,,193.2,100
2017,Expense,Police Department,2215,,14.88,100
2017,Expense,Police Department,2216,,1.68,100
2017,Expense,Police Department,2401,,288.1,100
2017,Expense,Police Department,2600,,2997.58,100
2017,Expense,Police Department,2699,,62.51,100
2017,Expense,Police Department,2700,,6747.6,100
2017,Expense,Police Department,2703,,20,100
2017,Expense,Police Department,2799,,312,100
2017,Expense,Police Department,2806,,3.5,100
2017,Expense,Police Department,2917,,80,100
2017,Expense,Police Department,2922,,1.6,100
2017,Expense,Police Department,2700,,1814.4,100
2017,Expense,Police Department,2705,,5,100
2017,Expense,Police Department,2906,,2,100
2017,Expense,Police Department,2917,,150,100
2017,Expense,Police Department,2996,,850,100
2017,Expense,Police Department,2999,,12,100
2017,Expense,Police Department,3103,,70,100
2017,Expense,Department of Finance,2207,,8.5,100
2017,Expense,Department of Finance,2216,,5.88,100
2017,Expense,Department of Finance,2301,,24,100
2017,Expense,Department of Finance,2302,,20,100
2017,Expense,Department of Finance,2303,,11.1,100
2017,Expense,Department of Finance,2308,,16.9,100
2017,Expense,Department of Finance,2500,,6.9,100
2017,Expense,Department of Finance,2543,,14.4,100
2017,Expense,Department of Finance,2600,,1091.28,100
2017,Expense,Department of Finance,2701,,1,100
2017,Expense,Department of Finance,2902,,26,100
2017,Expense,Department of Finance,2904,,4.95,100
2017,Expense,Police Department,3103,,110,100
2017,Expense,Public Works & Utilities,3599,,29,540
2017,Expense,Public Works & Utilities,2303,,11,530
2017,Expense,Golf Course System,2215,,7.44,515
2017,Expense,Public Works & Utilities,2214,,42,100
2017,Expense,Public Works & Utilities,2799,,7.5,540
2017,Revenue,,9121,Charges for services and sales,272765.04,540
2017,Revenue,,9411,Fees,138.7,500
2017,Revenue,,9412,Fees,6568.38,500
2017,Revenue,,9423,Fees,1447.5,500
2017,Revenue,,9425,Fees,1095.54,500
2017,Revenue,,9426,Fees,515.08,500
2017,Revenue,,9601,Rental income,10,500
2017,Revenue,,9621,Rental income,8236.61,500
2017,Revenue,,9622,Rental income,2699.3,500
2017,Revenue,,9623,Rental income,18853.66,500
2017,Revenue,,9624,Rental income,115.6,500
2017,Revenue,,9625,Rental income,5891.38,500
2017,Revenue,,9626,Rental income,3500,500
2017,Revenue,,9627,Rental income,4214.77,500
2017,Revenue,,9629,Rental income,17191.26,500
2017,Revenue,,9630,Rental income,31878.13,500
2017,Revenue,,9631,Rental income,5701.45,500
2017,Revenue,,9632,Rental income,2930.29,500
2017,Revenue,,9633,Rental income,34248.98,500
2017,Revenue,,9634,Rental income,10,500
2017,Revenue,,9635,Rental income,74609.19,500
2017,Revenue,,9636,Rental income,2556.26,500
2017,Revenue,,9637,Rental income,466,500
2017,Revenue,,9660,Rental income,33,500
2017,Revenue,,9669,Rental income,586.41,500
2017,Revenue,,9818,Other revenue,31650.11,500
2017,Revenue,,9819,Other revenue,350,500
2017,Revenue,,9820,Other revenue,300,500
2017,Revenue,,9263,Charges for services and sales,735.52,500
2017,Revenue,,9289,Charges for services and sales,25.5,500
2017,Revenue,,7154,Licenses,7.2,100
2017,Revenue,,9291,Charges for services and sales,22.14,500
2017,Expense,CMO - Cultural Arts Division,1400,,184.38,100
2017,Expense,CMO - Cultural Arts Division,1401,,286.82,100
2017,Expense,CMO - Cultural Arts Division,1403,,77.13,100
2017,Expense,CMO - Cultural Arts Division,1404,,4.82,100
2017,Expense,CMO - Cultural Arts Division,1405,,382.74,100
2017,Expense,CMO - Cultural Arts Division,1406,,9.52,100
2017,Expense,CMO - Cultural Arts Division,2301,,12,100
2017,Expense,CMO - Cultural Arts Division,2302,,30,100
2017,Expense,CMO - Cultural Arts Division,2308,,8,100
2017,Expense,CMO - Cultural Arts Division,2400,,1192.21,100
2017,Expense,CMO - Cultural Arts Division,2599,,500,100
2017,Expense,CMO - Cultural Arts Division,2600,,582.21,100
2017,Expense,CMO - Cultural Arts Division,2902,,750,100
2017,Expense,CMO - Cultural Arts Division,2917,,45,100
2017,Expense,CMO - Cultural Arts Division,3103,,10,100
2017,Expense,CMO - Cultural Arts Division,5300,,538.35,100
2017,Expense,CMO - Cultural Arts Division,1100,,2691.86,100
2017,Expense,CMO - Cultural Arts Division,1101,,4.8,100
2017,Expense,CMO - Cultural Arts Division,1190,,62,100
2017,Expense,CMO - Cultural Arts Division,1200,,1572.7,100
2017,Expense,CMO - Cultural Arts Division,1208,,6,100
2017,Expense,CMO - Cultural Arts Division,1400,,326.6,100
2017,Expense,CMO - Cultural Arts Division,1401,,320.9,100
2017,Expense,CMO - Cultural Arts Division,1403,,96.64,100
2017,Expense,CMO - Cultural Arts Division,1404,,8.54,100
2017,Expense,CMO - Cultural Arts Division,1405,,564.06,100
2017,Expense,CMO - Cultural Arts Division,1406,,10.76,100
2017,Expense,CMO - Cultural Arts Division,2100,,413,100
2017,Expense,Public Works & Utilities,3700,,230,540
2017,Expense,Public Works & Utilities,3800,,260,540
2017,Expense,Public Works & Utilities,3801,,0.65,540
2017,Expense,Public Works & Utilities,3803,,1.1,540
2017,Expense,Public Works & Utilities,3809,,111,540
2017,Expense,Public Works & Utilities,3815,,5,540
2017,Expense,Public Works & Utilities,3899,,18,540
2017,Expense,Public Works & Utilities,3901,,37,540
2017,Expense,Public Works & Utilities,3902,,1.5,540
2017,Expense,Public Works & Utilities,1100,,4842.95,540
2017,Expense,Public Works & Utilities,1101,,97.8,540
2017,Expense,Public Works & Utilities,1190,,37.88,540
2017,Expense,Public Works & Utilities,1400,,377.97,540
2017,Expense,Public Works & Utilities,1401,,607.71,540
2017,Expense,Public Works & Utilities,1403,,153.16,540
2017,Expense,Public Works & Utilities,1404,,9.88,540
2017,Expense,Public Works & Utilities,1405,,1078.75,540
2017,Expense,Public Works & Utilities,1406,,19.37,540
2017,Expense,Public Works & Utilities,2100,,10.35,540
2017,Expense,Public Works & Utilities,2902,,3.7,540
2017,Expense,Public Works & Utilities,2917,,15,540
2017,Expense,Public Works & Utilities,3400,,17,540
2017,Expense,Public Works & Utilities,3406,,4.1,540
2017,Expense,Public Works & Utilities,2207,,0.1,540
2017,Expense,Public Works & Utilities,2502,,16.5,540
2017,Expense,Public Works & Utilities,2510,,5,540
2017,Expense,Public Works & Utilities,2706,,2,540
2017,Expense,Public Works & Utilities,3301,,23000,540
2017,Expense,Public Works & Utilities,2304,,10,530
2017,Expense,Public Works & Utilities,2308,,8.5,530
2017,Expense,Public Works & Utilities,2310,,0.3,530
2017,Expense,Department of Finance,2200,,18.24,100
2017,Expense,Department of Finance,2201,,36.3,100
2017,Expense,Department of Finance,2203,,3,100
2017,Expense,Department of Finance,2207,,22.3,100
2017,Expense,Department of Finance,2211,,1.5,100
2017,Expense,Department of Finance,2216,,6.72,100
2017,Expense,Department of Finance,2301,,40,100
2017,Expense,Department of Finance,2302,,23,100
2017,Expense,Department of Finance,2303,,17.2,100
2017,Expense,Department of Finance,2308,,7.6,100
2017,Expense,Department of Finance,2500,,2.75,100
2017,Expense,Department of Finance,2503,,138.6,100
2017,Expense,Department of Finance,2507,,1000,100
2017,Expense,Department of Finance,2599,,192.44,100
2017,Expense,Department of Finance,2600,,167.94,100
2017,Expense,Department of Finance,2601,,2,100
2017,Expense,Department of Finance,2701,,2.5,100
